Feature ID	Taxon	Confidence
A01_hvs_727_8F_5095511_015.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.9906622949162096
A01_hvs_75_8F_5347638_015.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999996
A01_hvs_KL1_8F_4338589_015.ab1	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium; s__candidae	0.9264463733306902
A02_hvs_246_8F_5347638_016.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999849
A02_hvs_380_8F_5095511_016.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0000000000000027
A02_hvs_792_8F_5095511_016.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0000000000000107
A02_hvs_KW1_8F_4338589_016.ab1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales	0.9999999999582199
A03_hvs_344_8F_5347638_031.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999954
A03_hvs_405_8F_5095511_031.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999964
A03_hvs_820_8F_5095511_031.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0000000000000056
A03_hvs_AL3_8F_4338589_031.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__Aeromonas	0.9999995537695117
A04_hvs_408_8F_5347638_032.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.9267004549410262
A04_hvs_428_8F_5095511_032.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella	0.9050765983091604
A04_hvs_66_8F_4338589_032.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.9233895657123679
A04_hvs_843_8F_5095511_032.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0000000000000098
A05_hvs_472_8F_5095511_047.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999997593279
A05_hvs_875_8F_5095511_047.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999885
A05_hvs_89_8F_4338589_047.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella	0.9452100236744634
A06_hvs_107_8F_4338589_048.ab1	k__Bacteria	0.9711029024384654
A06_hvs_486_8F_5095511_048.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0000000000000115
A06_hvs_613_8F_5347638_048.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.9049854035440197
A06_hvs_900_8F_5095511_048.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0000000000000129
A07_hvs_189_8F_4338589_063.ab1	Unassigned	0.8889214238107933
A07_hvs_510_8F_5095511_063.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0000000000000122
A07_hvs_700_8F_5347638_063.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999888
A07_hvs_959_8F_5095511_063.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales	0.9758169286986604
A08_hvs_215_8F_4338589_064.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999887
A08_hvs_550_8F_5095511_064.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Morganellaceae; g__Providencia	0.9999838671003577
A08_hvs_874_8F_5347638_064.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.000000000000001
A09_hvs_248_8F_4338589_079.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Morganellaceae; g__Proteus; s__mirabilis	0.9960066320558182
A09_hvs_582_8F_5095511_079.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0000000000000129
A09_hvs_982_8F_5347638_079.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999996629682
A10_hvs_289_8F_4338589_080.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0000000000000029
A10_hvs_611_8F_5095511_080.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999943
A11_hvs_316_8F_4338589_095.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Morganellaceae; g__Providencia	0.9999813496584014
A11_hvs_636_8F_5095511_095.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella	0.9184398627689592
A12_hvs_351_8F_4338589_096.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0000000000000098
A12_hvs_680_8F_5095511_096.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.9782781789367045
B01_hvs_735_8F_5095511_013.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Morganellaceae; g__Providencia	0.9999937170974389
B01_hvs_83_8F_5347638_013.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999925
B01_hvs_KL2_8F_4338589_013.ab1	k__Bacteria; p__Proteobacteria	1.0000000000000013
B02_hvs_265_8F_5347638_014.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.9092413032781599
B02_hvs_381_8F_5095511_014.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella	0.9325055635399806
B02_hvs_793_8F_5095511_014.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella	0.9377632481122853
B02_hvs_KW2_8F_4338589_014.ab1	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Weeksellaceae; g__Elizabethkingia; s__meningoseptica	0.9420412926816791
B03_hvs_409_8F_5095511_029.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.000000000000013
B03_hvs_AL4_8F_4338589_029.ab1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__rivorum	0.9739957702815938
B04_hvs_412_8F_5347638_030.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999998603556743
B04_hvs_432_8F_5095511_030.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.000000000000002
B04_hvs_67_8F_4338589_030.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999961
B04_hvs_852_8F_5095511_030.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales	0.9104145661872053
B05_hvs_473_8F_5095511_045.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999994
B05_hvs_498_8F_5347638_045.ab1	k__Bacteria	0.9504359421138036
B05_hvs_877_8F_5095511_045.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0000000000000124
B05_hvs_91_8F_4338589_045.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.9677768645310993
B06_hvs_153_8F_4338589_046.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0000000000000089
B06_hvs_488_8F_5095511_046.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0000000000000064
B06_hvs_614_8F_5347638_046.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales	0.9294603147004795
B06_hvs_910_8F_5095511_046.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.000000000000009
B07_hvs_190_8F_4338589_061.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.9093418709551195
B07_hvs_519_8F_5095511_061.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999883
B07_hvs_705_8F_5347638_061.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999987
B07_hvs_967_8F_5095511_061.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0000000000000095
B08_hvs_218_8F_4338589_062.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.9730267027940336
B08_hvs_555_8F_5095511_062.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Morganellaceae; g__Providencia	0.9999937170974389
B08_hvs_906_8F_5347638_062.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0000000000000122
B09_hvs_251_8F_4338589_077.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999997824444651
B09_hvs_586_8F_5095511_077.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella	0.9206873260080511
B09_hvs_989_8F_5347638_077.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.9465644359582686
B10_hvs_290_8F_4338589_078.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.9512966796125811
B10_hvs_615_8F_5095511_078.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.9693210665895571
B11_hvs_335_8F_4338589_093.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999847
B11_hvs_646_8F_5095511_093.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0000000000000124
B12_hvs_353_8F_4338589_094.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella	0.9163202305365601
B12_hvs_681_8F_5095511_094.ab1	k__Bacteria	0.9841359585406634
C01_hvs_169_8F_5347638_011.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Morganellaceae; g__Proteus	0.9942410045881253
C01_hvs_189_8F_5095511_011.ab1	k__Bacteria	0.9907185436035645
C01_hvs_KL3_8F_4338589_011.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999887
C02_hvs_275_8F_5347638_012.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999998775
C02_hvs_386_8F_5095511_012.ab1	k__Bacteria	0.9906709263451638
C02_hvs_799_8F_5095511_012.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.000000000000004
C02_hvs_AW1_8F_4338589_012.ab1	k__Bacteria; p__Proteobacteria	0.9999999999999988
C03_hvs_348_8F_5347638_027.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Morganellaceae; g__Providencia	0.903395880462069
C03_hvs_AL5_8F_4338589_027.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__Aeromonas	0.999999702849704
C04_hvs_425_8F_5347638_028.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.966934546731417
C04_hvs_442_8F_5095511_028.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999877
C04_hvs_72_8F_4338589_028.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.000000000000004
C04_hvs_853_8F_5095511_028.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999881
C05_hvs_474_8F_5095511_043.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999986
C05_hvs_522_8F_5347638_043.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999951
C05_hvs_881_8F_5095511_043.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella	0.9219362894409372
C05_hvs_92_8F_4338589_043.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella	0.9312033542382164
C06_hvs_155_8F_4338589_044.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella	0.9422020241042195
C06_hvs_489_8F_5095511_044.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0000000000000102
C06_hvs_642_8F_5347638_044.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999989162167513
C06_hvs_931_8F_5095511_044.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999972
C07_hvs_191_8F_4338589_059.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.9661046074709216
C07_hvs_520_8F_5095511_059.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9840603703542489
C07_hvs_724_8F_5347638_059.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0000000000000089
C07_hvs_971_8F_5095511_059.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999963
C08_hvs_219_8F_4338589_060.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.9727719060082977
C08_hvs_556_8F_5095511_060.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella	0.9393319944786722
C08_hvs_907_8F_5347638_060.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999997869478
C09_hvs_253_8F_4338589_075.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella	0.902970866021301
C09_hvs_594_8F_5095511_075.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella	0.9294155626793588
C09_hvs_EC_8F_5347638_075.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.000000000000001
C10_hvs_291_8F_4338589_076.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0000000000000007
C10_hvs_625_8F_5095511_076.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999878
C11_hvs_336_8F_4338589_091.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999847
C11_hvs_658_8F_5095511_091.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0000000000000107
C12_hvs_354_8F_4338589_092.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella	0.9254791265680637
C12_hvs_703_8F_5095511_092.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0000000000000027
D01_hvs_186_8F_5347638_009.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999886
D01_hvs_737_8F_5095511_009.ab1	k__Bacteria	0.9875196372446025
D01_hvs_KL4_8F_4338589_009.ab1	k__Bacteria; p__Proteobacteria	0.9999999999999973
D02_hvs_276_8F_5347638_010.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.9687811131933232
D02_hvs_389_8F_5095511_010.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0000000000000078
D02_hvs_809_8F_5095511_010.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999983
D02_hvs_AW2_8F_4338589_010.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__Aeromonas	0.9999993946691137
D03_hvs_358_8F_5347638_025.ab1	k__Bacteria	0.9877132474911882
D03_hvs_411_8F_5095511_025.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.9105130204717915
D03_hvs_828_8F_5095511_025.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.991342929335065
D03_hvs_AL6_8F_4338589_025.ab1	k__Bacteria	0.9999999999999805
D04_hvs_434_8F_5347638_026.ab1	k__Bacteria	0.9883945798473424
D04_hvs_443_8F_5095511_026.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999899
D04_hvs_79_8F_4338589_026.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999887
D04_hvs_854_8F_5095511_026.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.000000000000006
D05_hvs_476_8F_5095511_041.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0000000000000124
D05_hvs_526_8F_5347638_041.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0000000000000104
D05_hvs_883_8F_5095511_041.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999969
D05_hvs_96_8F_4338589_041.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	0.9428979791883876
D06_hvs_162_8F_4338589_042.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella	0.9288150196659736
D06_hvs_496_8F_5095511_042.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.999999999999998
D06_hvs_664_8F_5347638_042.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella	0.9451587449442105
D06_hvs_938_8F_5095511_042.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999986
D07_hvs_197_8F_4338589_057.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999934
D07_hvs_525_8F_5095511_057.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999887
D07_hvs_739_8F_5347638_057.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0000000000000107
D07_hvs_972_8F_5095511_057.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0000000000000044
D08_hvs_221_8F_4338589_058.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999994
D08_hvs_559_8F_5095511_058.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Pseudocitrobacter	0.9904862620142243
D08_hvs_916_8F_5347638_058.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Morganellaceae; g__Proteus	0.9394516348325148
D09_hvs_256_8F_4338589_073.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella	0.9075820837307579
D09_hvs_598_8F_5095511_073.ab1	k__Bacteria	0.9938345438970259
D10_hvs_292_8F_4338589_074.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.000000000000012
D10_hvs_627_8F_5095511_074.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella	0.9243462189404044
D11_hvs_337_8F_4338589_089.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.000000000000007
D11_hvs_660_8F_5095511_089.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales	0.9741648214555323
D12_hvs_355_8F_4338589_090.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9999999999999986
D12_hvs_704_8F_5095511_090.ab1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0000000000000098
